Planning Authority ,Site Code,Site Name,Address,East,North,Site Type,Location of Site,Datazone,lon,lat
Highland,AVI_2013_1,"AVIEMORE, FORMER SCHOOL",MILTON PARK AVIEMORE,289436,813283,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010537,-3.8314363693851092,57.19695462829596
Highland,CAN_2015_1,FORMER NORFROST SITE,MURRAYFIELD CASTLETOWN,319205,967752,Vacant Land and Buildings,"Site in settlement with population under 2,000",S01010792,-3.391553263332377,58.59021061996857
Highland,DALCROSS_2023_1,DALCROSS COLDSTORE,DALCROSS INDUSTRIAL ESTATE DALCROSS,276022,851961,Derelict,Site in countryside,S01010569,-4.072776785085392,57.54072855949534
Highland,EVANTON_2023_1,OPPOSITE SKIACH SERVICES,EVANTON INDUSTRIAL ESTATE EVANTON,262909,867819,Vacant Land,"Site in settlement with population under 2,000",S01010699,-4.30062521722675,57.67927142538768
Highland,EVANTON_2024_1,FORMER INDUSTRIAL BUILDINGS,NEWTON ROAD SOUTH DEEPHAVEN EVANTON,262080,866651,Derelict,"Site in settlement with population under 2,000",S01010699,-4.313846067825355,57.668535323516416
Highland,FORTWILLIAM_2023_1,CORRIES YARD,LOCHYSIDE FORT WILLIAM,212938,776061,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010509,-5.068144297857747,56.838237023379655
Highland,GLE_2013_1,FORMER SCHOOL,GLENBORRODALE GLENBORODALE,161966,760743,Derelict,Site in countryside,S01010504,-5.887544098133713,56.67764421819938
Highland,GOLSPIE_2024_1,SE PLOT,GOLSPIE BUSINESS PARK GOLSPIE,282440,899658,Vacant Land,"Site in settlement with population under 2,000",S01010766,-3.9890273202416786,57.97060830914141
Highland,H213 TH7,FORMER ENGINEERING WORKS,MILLBANK ROAD THURSO,311629,967802,Derelict,"Site in settlement with population equal to or over 2,000",S01010802,-3.5218448287475943,58.58918305793926
Highland,H215 WK47,FORMER RADIO STATION,NEWTON ROAD WICK,335877,950434,Derelict,"Site in settlement with population equal to or over 2,000",S01010780,-3.0999518198665816,58.43748975623257
Highland,H215 WK52,EAST OF GEORGE STREET,WICK,336179,951339,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010782,-3.095032959006511,58.44566049448295
Highland,I215 WK36,REAR OF AMBULANCE STATION,WICK INDUSTRIAL ESTATE WICK,336557,951930,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010788,-3.08872269684581,58.45102253302496
Highland,I319 INV147,LONGMAN ESTATE,ADJ TO LONGMAN DRIVE INVERNESS,266881,847124,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010619,-4.222711733757181,57.494714783402344
Highland,I407 FW8,OLD WORKS BEN NEVIS INDUSTRIAL ESTATE,FORT WILLIAM,212061,774788,Derelict,"Site in settlement with population equal to or over 2,000",S01010509,-5.081558549801683,56.82646376786295
Highland,I603 AL5,TEANINICH DISTILLERY (EAST),ALNESS INDUSTRIAL ESTATE ALNESS,265471,869033,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010734,-4.258377992955835,57.69094086139652
Highland,I717 KYL1,N OF HARBOUR,RAILWAY PIER KYLE OF LOCHALSH,176284,827195,Vacant Land,"Site in settlement with population under 2,000",S01010672,-5.7132651302576205,57.28043428852721
Highland,INVERGORDON_2024_1,CROMARTY FIRTH INDUSTRIAL ESTATE SITE 3,INVERGORDON,271081,870468,Derelict,"Site in settlement with population equal to or over 2,000",S01010744,-4.165117834342417,57.705464677043835
Highland,INV_2015_1,FORMER BAKERY SITE,1 BURNETT ROAD INVERNESS,266750,845850,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010619,-4.224199872609162,57.48324117585014
Highland,INV_2015_2,FORMER UHI SITE,3 LONGMAN ROAD INVERNESS,266848,846056,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01010619,-4.22267905416762,57.485118983629455
Highland,INV_2021_1,NE OF 69 CARSEGATE ROAD,CARSEGATE ROAD INVERNESS,265243,846587,Derelict,"Site in settlement with population equal to or over 2,000",S01010642,-4.24972085591369,57.48941063908001
Highland,KILTARLITY_2024_1,FORMER FERGUSON YARD,KILTARLITY,250733,841540,Vacant Land,"Site in settlement with population under 2,000",S01010656,-4.488452251048453,57.439571793621795
Highland,KIL_2013_1B,KILBEG VILLAGE,KILBEG,165387,806634,Derelict,Site in countryside,S01010676,-5.874227644685199,57.09069714315372
Highland,PORTREE_2021_1,BEHIND CO-OP,DUNVEGAN ROAD PORTREE,147362,844253,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010680,-6.20920207444523,57.41818351740542
Highland,PORTREE_2024_1,NORTH EAST PLOT,PORTREE INDUSTRIAL ESTATE PORTREE,147456,844424,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010680,-6.207817391798594,57.4197676172869
Highland,SPITTAL_2024_1,EDGEMOOR FILLING STATION,A9 SPITTAL,316861,953826,Derelict,Site in countryside,S01010796,-3.4267726468280215,58.46473685876443
Highland,THURSO_2024_1,SOUTHERN PLOT,ORMLIE INDUSTRIAL ESTATE NEILL GUNN DRIVE THURSO,310566,967319,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010806,-3.5399320983723723,58.58462909952807
Highland,WICK_2024_1,FORMER SLAUGHTERHOUSE,HENRIETTA STREET WICK,336247,951379,Derelict,"Site in settlement with population equal to or over 2,000",S01010782,-3.093879434249593,58.44602961795169
Inverclyde,8460011,,RUE END STREET VICTORIA HARBOUR GREENOCK,228576,675782,Derelict,"Site in settlement with population equal to or over 2,000",S01010894,-4.746545662581839,55.94441373274167
Inverclyde,8460014,,KILMUN ROAD STRONE FARM GREENOCK,228276,675173,Derelict,"Site in settlement with population equal to or over 2,000",S01010820,-4.7509555317523855,55.93884121290533
Inverclyde,8460023,,NEWARK STREET/BOUVERIE STREET PORT GLASGOW,232570,674334,Derelict,"Site in settlement with population equal to or over 2,000",S01010912,-4.6817717956645115,55.93282628042786
Inverclyde,8460036,,LURG STREET PORT GLASGOW IE PORT GLASGOW,232699,673743,Derelict,"Site in settlement with population equal to or over 2,000",S01010914,-4.679342995816078,55.92756699651379
Inverclyde,8460049,,RUE END STREET SCOTTS DRY DOCK GREENOCK,228725,675823,Derelict,"Site in settlement with population equal to or over 2,000",S01010894,-4.744188882735629,55.94483481426059
Inverclyde,8460099,,SINCLAIR STREET GREENOCK,229924,675322,Derelict,"Site in settlement with population equal to or over 2,000",S01010905,-4.724697962552283,55.94076440269851
Inverclyde,8460103,,GARVEL ISLAND GREENOCK,229716,675834,Derelict,"Site in settlement with population equal to or over 2,000",S01010905,-4.728347322775444,55.94528573066275
Inverclyde,8460131,,KELBURN TERRACE KELBURN PORT GLASGOW,233598,674230,Derelict,"Site in settlement with population equal to or over 2,000",S01010917,-4.665271675068794,55.93224980517085
Inverclyde,8460163,,CARWOOD STREET GREENOCK,229659,675343,Derelict,"Site in settlement with population equal to or over 2,000",S01010903,-4.728948785041215,55.94085901857786
Inverclyde,8460196,,BROUGHAM STREET GREENOCK,227304,676943,Derelict,"Site in settlement with population equal to or over 2,000",S01010871,-4.7676309714916,55.95437742125957
Inverclyde,8460210,INGLESTON (NE),BAKER STREET GREENOCK,228400,675503,Derelict,"Site in settlement with population equal to or over 2,000",S01010894,-4.749182739136407,55.941847056312625
Inverclyde,8460211,INGLESTON (W),SCOTT STREET GREENOCK,228246,675544,Derelict,"Site in settlement with population equal to or over 2,000",S01010885,-4.751671451561302,55.94215999494073
Inverclyde,8460215,,BERRYYARDS ROAD BERRYMOUNT GREENOCK,227689,675344,Derelict,"Site in settlement with population equal to or over 2,000",S01010885,-4.760450649956202,55.940165745676204
Inverclyde,8460222,,DOCK BREAST EAST INDIA HARBOUR GREENOCK,228379,676011,Derelict,"Site in settlement with population equal to or over 2,000",S01010894,-4.749841835035285,55.94639855571067
Inverclyde,8460234,,SMITHY BRAE KILMACOLM,235678,669922,Derelict,"Site in settlement with population equal to or over 2,000",S01010818,-4.629395600656516,55.894299563463434
Inverclyde,8460240,,GARELOCH ROAD STRONE FARM GREENOCK,228405,675053,Derelict,"Site in settlement with population equal to or over 2,000",S01010897,-4.748816530227062,55.93781035376165
Inverclyde,8460276,,KATRINE ROAD STRONE FARM GREENOCK,228337,675094,Derelict,"Site in settlement with population equal to or over 2,000",S01010820,-4.749929890221046,55.93815402432391
Inverclyde,8460277,,LEPERSTONE AVENUE KILMACOLM,235921,670706,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010819,-4.625989792899465,55.90141914621013
Inverclyde,8460279,,KELBURN TERRACE KELBURN PORT GLASGOW,234175,674154,Derelict,"Site in settlement with population equal to or over 2,000",S01010920,-4.655999774919787,55.931767068304396
Inverclyde,8460299,FMR MADDISONS,ASHGROVE LANE PORT GLASGOW,232820,674264,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010916,-4.67773138572418,55.93228503703757
Inverclyde,8460306,,DARNDAFF ROAD STRONE FARM GREENOCK,228338,674962,Derelict,"Site in settlement with population equal to or over 2,000",S01010820,-4.749829912235204,55.93696975883785
Inverclyde,8460307,,WOODSTOCK ROAD HOLE FARM GREENOCK,226465,675233,Derelict,"Site in settlement with population equal to or over 2,000",S01010823,-4.7799508773082175,55.93872923804567
Inverclyde,8460313,FMR TATE & LYLE 1(NW),DRUMFROCHAR ROAD GREENOCK,227755,675486,Derelict,"Site in settlement with population equal to or over 2,000",S01010885,-4.7594859779722585,55.94146375886537
Inverclyde,8460314,FMR TATE & LYLE 2 (NE),DRUMFROCHAR ROAD GREENOCK,227866,675474,Derelict,"Site in settlement with population equal to or over 2,000",S01010885,-4.757703353709605,55.941395835571704
Inverclyde,8460315,FMR TATE & LYLE 3 (SE),DRUMFROCHAR ROAD GREENOCK,227910,675384,Derelict,"Site in settlement with population equal to or over 2,000",S01010820,-4.756942344196301,55.940603900711366
Inverclyde,8460323,FMR TRAINING CENTRE,GARVEL ISLAND GREENOCK,229550,675944,Derelict,"Site in settlement with population equal to or over 2,000",S01010905,-4.731071631671188,55.94621407667945
Inverclyde,8460324,,CRAWBERRY ROAD STRONE FARM GREENOCK,228335,674933,Derelict,"Site in settlement with population equal to or over 2,000",S01010820,-4.749859427557291,55.936708429431036
Inverclyde,8460327,,MANSION AVENUE WOODHALL PORT GLASGOW,234514,673840,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010920,-4.650387285267511,55.92906567884911
Inverclyde,8460344,,PAPERMILL ROAD GREENOCK,226760,675014,Derelict,"Site in settlement with population equal to or over 2,000",S01010882,-4.775093402347066,55.93687029926303
Inverclyde,8460349,,KILMUN ROAD STRONE FARM GREENOCK,228199,675154,Derelict,"Site in settlement with population equal to or over 2,000",S01010820,-4.752174637615655,55.93864318304114
Inverclyde,8460350,H MCNEIL BATHS,BRACHELSTON ROAD GREENOCK,226858,676034,Derelict,"Site in settlement with population equal to or over 2,000",S01010877,-4.774181275465541,55.94605931971191
Inverclyde,8460352,FMR KINCAIDS (2),MAIN STREET GREENOCK,229136,675655,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010894,-4.737509590448873,55.943473413275406
Inverclyde,8460353,IBM,SPANGO VALLEY GREENOCK,223770,674710,Derelict,"Site in settlement with population equal to or over 2,000",S01010832,-4.822699033908675,55.93305538452888
Inverclyde,8460359,FMR MOD,GARVEL ISLAND GREENOCK,230362,675724,Derelict,"Site in settlement with population equal to or over 2,000",S01010905,-4.717946792713626,55.94452700933868
Inverclyde,8460366,,WESTRAY AVENUE PARK FARM PORT GLASGOW,234532,672841,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010928,-4.649487291418724,55.920105676382654
Inverclyde,8460367,,PLADDA AVENUE PARK FARM PORT GLASGOW,234948,673079,Derelict,"Site in settlement with population equal to or over 2,000",S01010929,-4.642983658799273,55.92238471902209
Inverclyde,8460368,FMR TATE & LYLE 2A (NE),DRUMFROCHAR ROAD GREENOCK,227975,675484,Derelict,"Site in settlement with population equal to or over 2,000",S01010885,-4.755966747262893,55.94152460651274
Inverclyde,8460371,FMR NURSERY,LYNEDOCH STREET GREENOCK,228141,675969,Derelict,"Site in settlement with population equal to or over 2,000",S01010893,-4.753621349149363,55.94593656864699
Inverclyde,8460385,FMR SEMICONDUCTORS BUILDING B,EARNHILL ROAD LARKFIELD IE GREENOCK,223293,675913,Derelict,"Site in settlement with population equal to or over 2,000",S01010851,-4.831112422823769,55.94367577510105
Inverclyde,8460397,FLATS,KENILWORTH CRESCENT/WHOLEFARM ROAD GREENOCK,226718,675244,Derelict,"Site in settlement with population equal to or over 2,000",S01010882,-4.775912647857007,55.93891923054921
Inverclyde,8460412,HOUSES 2-54 AND 2 - 10,SUNNYSIDE AVENUE/PLEASANTSIDE AVENUE WOODHALL PORT GLASGOW,234200,673896,Derelict,"Site in settlement with population equal to or over 2,000",S01010920,-4.655441583602551,55.92946010925301
Inverclyde,8460438,GOUROCK ROPEWORKS,BAY STREET NEWARK ROUNDABOUT PORT GLASGOW,232629,674407,Derelict,"Site in settlement with population equal to or over 2,000",S01010912,-4.6808737707397405,55.93350199509738
Inverclyde,8460439,ST MUNGO PRESBYTERY,GIBSHILL ROAD GREENOCK,230402,675093,Derelict,"Site in settlement with population equal to or over 2,000",S01010905,-4.716910320057217,55.938878122288266
Inverclyde,8460442,INVERKIP POWER STATION,OFF BRUEACRE JUNCTION WEMYSS BAY,219543,671047,Derelict,"Site in settlement with population equal to or over 2,000",S01010825,-4.88782349467502,55.89861795695877
Inverclyde,8460444,,MANSION AVENUE WOODHALL PORT GLASGOW,234482,673762,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010920,-4.650851040590202,55.92835460145242
Inverclyde,8460448,14-16,PEAT ROAD GREENOCK,226865,675331,Derelict,"Site in settlement with population equal to or over 2,000",S01010883,-4.77361803971766,55.93975296192355
Inverclyde,8460454,CATHCART PARISH CHURCH AND HALL,CRESCENT STREET GREENOCK,228669,675414,Derelict,"Site in settlement with population equal to or over 2,000",S01010894,-4.744824623537792,55.941144304221204
Inverclyde,8460455,BOGSTON STATION,BOGSTON LANE GREENOCK,230704,674920,Derelict,"Site in settlement with population equal to or over 2,000",S01010820,-4.71197270786285,55.937431968432115
Inverclyde,8460456,CORPORATION YARD,CRESCENT STREET GREENOCK,228607,675479,Derelict,"Site in settlement with population equal to or over 2,000",S01010894,-4.745857351476984,55.94170553638831
Inverclyde,8460457,,BELHAVEN STREET/RUSSEL STREET PORT GLASGOW,231399,674819,Derelict,"Site in settlement with population equal to or over 2,000",S01010910,-4.700796705069345,55.936769801668255
Inverclyde,8460459,42736,HOLE FARM ROAD GREENOCK,226338,675217,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010823,-4.78197121108413,55.938539782855116
Inverclyde,8460461,SPANGO VALLEY (SOUTH),INVERKIP ROAD GREENOCK,222810,673899,Derelict,"Site in settlement with population equal to or over 2,000",S01010832,-4.837513418565143,55.925424817418616
Inverclyde,8460463,11,HOUSTON STREET GREENOCK,227348,676783,Derelict,"Site in settlement with population equal to or over 2,000",S01010871,-4.766824657213058,55.95295735555655
Inverclyde,8460464,,BIRKMYRE AVENUE PORT GLASGOW,231241,674564,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010908,-4.7031635539719945,55.934425790942754
Inverclyde,8460465,28,SINCLAIR STREET GREENOCK,229774,675191,Derelict,"Site in settlement with population equal to or over 2,000",S01010904,-4.727013915686736,55.93953562780652
Inverclyde,8460467,NOS 1-97,PARKHILL AVENUE WOODHALL PORT GLASGOW,234302,673782,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010920,-4.653740917722144,55.92847210684411
Inverclyde,8460468,NOS 121-187,ORONSAY AVENUE PARK FARM PORT GLASGOW,234749,673028,Vacant Land,"Site in settlement with population equal to or over 2,000",S01010929,-4.646133327451802,55.92185864612178
Inverclyde,8460474,,SELKIRK ROAD BOGLESTONE (WEST) PORT GLASGOW,232729,673929,Derelict,"Site in settlement with population equal to or over 2,000",S01010916,-4.6789786723827795,55.92924677524014
Inverclyde,8460478,FMR COMMUNITY CENTRE,KILMACOLM ROAD GREENOCK,228808,674731,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01010898,-4.742168504276529,55.935064273716634
Inverclyde,8460479,,EAST CRAWFORD STREET BRIDGEND GREENOCK,229403,675321,Derelict,"Site in settlement with population equal to or over 2,000",S01010903,-4.733028510388685,55.940570777219044
Inverclyde,8460480,,KENILWORTH CRESCENT HOLE FARM GREENOCK,226700,675184,Derelict,"Site in settlement with population equal to or over 2,000",S01010882,-4.776161913796896,55.93837428816335
Inverclyde,8460482,FMR FLATS/SHOPS,CUMBERLAND WALK CUMBERLAND ROAD GREENOCK,224219,675644,Derelict,"Site in settlement with population equal to or over 2,000",S01010848,-4.8161296491140115,55.94160139446589
